Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
BAHI11,"2,00","-6,66","0,50","0,142","0,00%","0,094","-0,45","-16,17","-0,13","-45,05","11,15","-0,88%","-1,77%","0,24","-0,61%","-7,54%","0,00","105.139.000,00","1,06","42,62%"
COGN3,"1,74","-5,88","0,28","0,544","0,00%","0,130","2,73","2,69","-0,43","7,64","4,92","20,21%","-9,48%","1,33","5,50%","-4,77%","67.047.500,00","11.648.400.000,00","0,67","-1,53%"
BLUT3,"5,14","-5,63","0,46","0,000","0,00%","0,138","-0,76","-42,93","-0,20","-53,97","-53,97","0,00%","0,00%","0,00","-0,33%","-8,24%","3.091,81","56.569.000,00","0,12","0,00%"
BUET3,"24,99","-5,46","-0,97","1,961","0,00%","0,572","-0,67","-13,13","-0,39","-22,60","-36,32","-14,93%","-35,93%","0,11","-5,95%","17,79%","0,00","-124.674.000,00","-0,70","4,55%"
TELB3,"13,40","-5,05","0,86","2,906","0,00%","0,288","0,87","-3,38","-1,16","0,04","0,15","-86,04%","-57,54%","4,81","-13,31%","-17,06%","7.545,30","1.343.740.000,00","0,07","15,58%"
TLCP3,"48,00","-5,02","1,76","0,824","0,00%","0,533","-2,76","-26,61","-1,33","-43,86","-43,86","-3,10%","-16,40%","0,61","-2,52%","-35,04%","0,00","262.979.000,00","1,21","9,09%"
AZEV3,"1,42","-5,01","0,79","0,732","0,00%","0,324","-1,40","-2,50","-0,90","-2,85","-4,32","-29,36%","-14,63%","0,50","-14,59%","-15,85%","576.373,00","300.241.000,00","0,12","349,96%"
LFFE4,"3,89","-4,91","4,08","0,000","0,00%","3,599","0,00","-26,50","0,00","-23,11","10,90","0,00%","0,00%","0,00","0,00%","-83,10%","0,00","51.892.000,00","0,00","0,00%"
NORD3,"6,85","-4,89","-0,27","17,620","0,00%","2,367","-0,27","-164,33","-0,25","-301,74","-301,74","-10,72%","-360,37%","0,01","-1,46%","5,62%","5.536,74","-165.175.000,00","-0,23","11,68%"
CGOS3,"26,20","-4,85","1,89","0,509","0,00%","0,167","-0,83","-256,60","-0,25","-570,29","-570,29","-0,20%","-10,48%","0,54","-0,08%","-39,02%","0,00","453.387.000,00","2,48","8,97%"
TCNO4,"0,85","-4,82","-5,95","0,000","0,00%","0,024","-0,06","-2,04","-0,03","-14,27","-16,48","0,00%","0,00%","0,28","-1,59%","123,36%","0,00","-946.000,00","-35,76","-32,39%"
QUAL3,"1,39","-4,80","0,31","0,233","0,00%","0,086","0,95","0,89","-0,26","3,52","1,71","26,29%","-4,48%","1,31","14,52%","-6,38%","8.150.430,00","1.288.520.000,00","1,79","-4,29%"
AZEV4,"1,34","-4,72","0,75","0,691","0,00%","0,306","-1,32","-2,35","-0,85","-2,71","-4,11","-29,36%","-14,63%","0,50","-14,59%","-15,85%","4.421.940,00","300.241.000,00","0,12","349,96%"
PRML3,"11,52","-4,41","1,98","18,612","0,00%","0,581","23,00","-30,33","-0,93","-63,15","1.640,31","-61,36%","-424,99%","2,02","-1,96%","-44,84%","0,00","2.192.720.000,00","2,18","32,85%"
RCSL4,"1,00","-4,38","131,50","0,665","0,00%","0,520","4,47","-9,69","-0,98","-9,69","-16,53","-6,86%","-15,19%","1,33","-5,73%","-3.002,48%","542.475,00","242.000,00","0,00","28,01%"
AALR3,"10,00","-4,37","1,22","1,011","0,00%","0,460","-5,11","47,26","-1,04","78,03","14,21","2,14%","-22,36%","0,66","1,07%","-27,90%","775.432,00","969.191.000,00","0,90","3,46%"
ADHM3,"1,56","-4,09","-1,29","770,924","0,00%","105,126","-1,43","-5,69","-1,27","-5,69","-5,81","-13.548,50%","-18.860,60%","0,00","521,70%","31,47%","2.064,00","-19.776.000,00","0,00","43,48%"
CBAV3,"6,47","-4,09","0,97","0,591","0,00%","0,316","1,66","-12,46","-1,01","-21,60","30,22","-4,74%","-13,03%","2,24","-3,07%","-23,80%","25.919.200,00","4.331.710.000,00","1,05","-10,63%"
EPAR3,"6,04","-4,06","1,12","0,335","47,56%","0,906","4,17","-54,14","11,67","-53,39","4,41","-0,62%","-8,26%","5,60","-1,72%","-27,49%","83.957,50","80.486.000,00","0,01","-3,29%"
BUET4,"18,49","-4,04","-0,72","1,451","0,00%","0,423","-0,50","-9,72","-0,29","-19,18","-30,83","-14,93%","-35,93%","0,11","-5,95%","17,79%","0,00","-124.674.000,00","-0,70","4,55%"
PMET5,"0,65","-3,95","-0,16","4,518","0,00%","30,248","-0,22","89,99","-0,16","503,88","503,88","5,02%","-114,49%","0,01","38,97%","4,10%","0,00","-290.863.000,00","-0,74","37,74%"
LFFE3,"3,11","-3,92","3,26","0,000","0,00%","2,877","0,00","-21,18","0,00","-17,80","8,39","0,00%","0,00%","0,00","0,00%","-83,10%","0,00","51.892.000,00","0,00","0,00%"
ALPA3,"9,11","-3,79","1,65","1,653","0,00%","0,961","2,72","72,23","9,31","75,75","21,02","2,29%","-43,66%","3,12","1,78%","-43,42%","33.427,10","3.781.860.000,00","0,42","3,06%"
FBMC3,"80,00","-3,78","-0,92","3,858","0,00%","1,384","-1,79","-2,85","-0,64","-3,31","-3,69","-135,59%","-101,97%","0,31","-64,70%","24,19%","0,00","-63.552.000,00","-0,15","-31,66%"
CEED4,"25,00","-3,71","-0,51","0,357","0,00%","0,222","7,80","3,55","-0,21","10,49","8,08","10,06%","-9,62%","1,08","8,08%","13,82%","0,00","-3.324.780.000,00","-1,35","9,60%"
ALPA4,"8,85","-3,68","1,60","1,606","0,00%","0,933","2,65","70,16","9,04","73,69","20,45","2,29%","-43,66%","3,12","1,78%","-43,42%","28.903.300,00","3.781.860.000,00","0,42","3,06%"
TLCP4,"34,11","-3,57","1,25","0,586","0,00%","0,379","-1,96","-18,91","-0,95","-36,16","-36,16","-3,10%","-16,40%","0,61","-2,52%","-35,04%","0,00","262.979.000,00","1,21","9,09%"
GSHP3,"10,50","-3,46","-0,02","0,123","0,00%","0,014","0,52","0,41","-0,01","36,96","35,41","29,67%","-3,55%","1,16","3,56%","0,71%","668,37","-822.939.000,00","-2,30","12,85%"
MOVI3,"5,94","-3,45","0,86","0,202","0,00%","0,082","-1,50","1,29","-0,12","9,08","3,82","15,63%","-5,85%","0,82","8,84%","-24,80%","26.826.100,00","2.513.820.000,00","6,44","33,96%"
BECE3,"9,10","-3,42","8,72","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-255,20%","0,00","96.496.000,00","0,00","12,81%"
TELB4,"8,77","-3,31","0,56","1,902","0,00%","0,189","0,57","-2,21","-0,76","1,20","4,91","-86,04%","-57,54%","4,81","-13,31%","-17,06%","33.136,80","1.343.740.000,00","0,07","15,58%"
HETA4,"5,45","-3,29","-0,01","0,707","0,00%","0,201","-2,35","1,21","-0,01","142,27","142,27","58,52%","-21,46%","0,75","16,69%","0,24%","1.555,86","-351.629.000,00","-0,92","36,54%"
BECE4,"8,75","-3,29","8,38","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-255,20%","0,00","96.496.000,00","0,00","12,81%"
ESTR3,"7,60","-3,18","-0,11","0,386","0,00%","0,214","-0,10","-10,82","-0,09","-23,55","-36,01","-3,57%","-12,15%","0,16","-2,15%","3,54%","0,00","-546.441.000,00","-0,14","10,23%"
PNOR5,"1,87","-2,90","0,55","0,354","0,00%","0,205","0,70","8,52","-2,32","4,57","4,57","4,15%","-11,74%","2,50","3,61%","-18,84%","0,00","158.071.000,00","0,42","1,34%"
PNOR6,"1,87","-2,90","0,55","0,354","0,00%","0,205","0,70","8,52","-2,32","4,57","4,57","4,15%","-11,74%","2,50","3,61%","-18,84%","0,00","158.071.000,00","0,42","1,34%"
KRSA3,"0,54","-2,89","0,44","0,184","0,00%","0,088","0,70","1,38","-0,18","9,85","6,36","13,33%","-5,95%","1,74","7,38%","-15,07%","996.611,00","959.728.000,00","2,90","22,09%"
STRP4,"0,21","-2,85","-0,43","0,416","0,00%","0,111","-0,18","-0,45","-0,09","-1,15","-1,15","-91,82%","-14,58%","0,13","-25,49%","14,95%","0,00","-12.498.000,00","-0,66","-36,39%"
MLAS3,"1,91","-2,79","0,50","0,455","0,00%","0,300","0,60","-2,71","0,92","-2,25","-2,55","-16,77%","-16,33%","3,18","-15,79%","-17,87%","4.973.510,00","3.148.560.000,00","0,22","-11,71%"
SOMA3,"5,86","-2,78","0,79","0,855","0,00%","0,479","1,98","7,35","19,61","9,14","6,07","11,63%","-30,81%","2,36","7,81%","-28,52%","78.008.100,00","5.809.620.000,00","0,33","58,94%"
CVCB3,"1,90","-2,75","1,73","0,670","0,00%","0,262","-6,23","7,12","-0,89","8,91","3,50","9,40%","-24,37%","0,93","5,42%","-62,81%","26.687.400,00","578.431.000,00","1,42","11,27%"
MBLY3,"2,12","-2,69","0,50","0,418","0,00%","0,298","0,91","-2,54","2,04","-3,18","-11,48","-16,43%","-15,53%","2,47","-15,60%","-18,64%","877.719,00","450.033.000,00","0,38","-6,81%"
LIXC3,"1,75","-2,62","1,52","395,995","0,00%","0,069","0,28","-4,21","3,84","-6,37","-6,68","-9.413,21%","-14.386,80%","1,34","-1,90%","-57,85%","0,00","13.842.000,00","0,79","-75,90%"
AERI3,"5,21","-2,58","0,29","0,129","0,00%","0,093","0,38","1,56","-1,65","5,31","3,94","8,23%","-4,99%","1,64","8,16%","-11,45%","1.787.390,00","1.097.230.000,00","1,35","3,53%"
BICB4,"8,25","-2,43","2,21","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-91,00%","0,00","944.626.000,00","0,00","-31,19%"
GFSA3,"3,79","-2,40","0,19","0,318","0,00%","0,066","0,24","-1,57","2,20","-8,71","-9,59","-20,26%","-13,30%","1,69","-4,38%","-7,95%","10.848.900,00","1.778.740.000,00","0,96","25,93%"
BRKM3,"18,33","-2,39","4,74","0,212","0,00%","0,156","1,27","-9,40","-0,27","-25,17","10,72","-2,25%","-9,45%","1,44","-2,57%","-198,13%","289.757,00","3.083.000.000,00","13,85","8,66%"
BICB3,"8,00","-2,35","2,14","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-91,00%","0,00","944.626.000,00","0,00","-31,19%"
BRKM5,"17,95","-2,34","4,64","0,207","0,00%","0,153","1,24","-9,21","-0,27","-24,97","10,64","-2,25%","-9,45%","1,44","-2,57%","-198,13%","57.734.800,00","3.083.000.000,00","13,85","8,66%"
CEED3,"15,21","-2,26","-0,31","0,217","0,00%","0,135","4,75","2,16","-0,13","9,10","7,01","10,06%","-9,62%","1,08","8,08%","13,82%","853,14","-3.324.780.000,00","-1,35","9,60%"
EPAR4,"3,30","-2,22","0,61","0,183","0,00%","0,495","2,28","-29,58","6,38","-28,83","2,38","-0,62%","-8,26%","5,60","-1,72%","-27,49%","0,00","80.486.000,00","0,01","-3,29%"
ARLA4,"3,38","-2,21","-0,62","2,137","0,00%","0,442","-0,31","-6,74","-0,29","-17,87","-17,87","-31,72%","-96,55%","0,10","-13,71%","28,00%","0,00","-24.319.000,00","-1,02","-47,46%"
LIXC4,"1,45","-2,17","1,26","328,110","0,00%","0,057","0,23","-3,49","3,18","-5,65","-5,92","-9.413,21%","-14.386,80%","1,34","-1,90%","-57,85%","0,00","13.842.000,00","0,79","-75,90%"
MMXM3,"14,00","-2,17","-0,11","0,000","0,00%","0,710","-0,10","4,70","-0,09","18,64","18,64","0,00%","0,00%","0,01","25,93%","4,97%","0,00","-842.661.000,00","-0,32","-28,51%"
OGXP3,"1,63","-2,15","-0,98","0,000","0,00%","0,925","0,00","-16,46","0,00","-16,46","-16,46","0,00%","0,00%","0,00","0,00%","45,53%","0,00","-53.901.000,00","0,00","0,00%"
VTLM3,"0,79","-2,07","-0,65","390,404","0,00%","53,237","-0,72","-2,88","-0,64","-2,88","-2,94","-13.548,50%","-18.860,60%","0,00","521,70%","31,47%","0,00","-19.776.000,00","0,00","43,48%"
JFEN3,"0,90","-2,00","-0,29","3,732","0,00%","0,218","-0,83","-2,68","-0,22","-9,89","-10,06","-139,42%","-193,47%","0,76","-9,08%","14,75%","80.612,30","-753.126.000,00","-0,84","-13,42%"
FIEI3,"10,00","-1,98","0,31","8,546","0,00%","0,228","2,43","-3,91","-3,65","-5,17","-5,45","-218,81%","-437,86%","1,90","-6,23%","-15,55%","7.858,12","78.604.000,00","0,13","-8,46%"
DASA3,"2,98","-1,91","0,31","0,155","0,00%","0,083","0,99","2,52","-0,19","13,32","5,36","6,16%","-8,06%","1,40","3,78%","-16,37%","7.169.730,00","7.183.710.000,00","1,63","31,47%"
ARCZ3,"3,66","-1,88","1,95","1,096","0,00%","0,369","1,53","9,50","-0,84","28,18","28,18","11,54%","-58,02%","2,86","4,03%","-103,98%","0,00","1.934.210.000,00","3,92","0,75%"
ARCZ6,"3,63","-1,86","1,94","1,087","0,00%","0,366","1,52","9,42","-0,84","28,10","28,10","11,54%","-58,02%","2,86","4,03%","-103,98%","0,00","1.934.210.000,00","3,92","0,75%"
WEST3,"0,90","-1,82","0,41","0,513","0,00%","0,300","0,79","-1,17","0,98","0,19","0,26","-43,79%","-28,21%","2,88","-50,42%","-22,77%","64.238,10","240.900.000,00","0,06","329,46%"
TCSA3,"2,00","-1,82","0,29","0,383","0,00%","0,093","0,31","-1,47","-0,66","-7,07","-7,70","-26,06%","-20,92%","2,25","-7,36%","-15,76%","238.659,00","513.855.000,00","1,48","12,53%"
BRKM6,"13,75","-1,79","3,56","0,159","0,00%","0,117","0,95","-7,05","-0,20","-22,82","9,72","-2,25%","-9,45%","1,44","-2,57%","-198,13%","395,56","3.083.000.000,00","13,85","8,66%"
BISA3,"1,58","-1,77","1,18","1,692","0,00%","0,321","0,86","-4,02","-7,64","-6,21","-9,28","-42,05%","-96,36%","2,22","-8,50%","-66,94%","0,00","1.788.370.000,00","0,77","-24,23%"
BCAL6,"0,28","-1,70","-0,07","1,946","0,00%","13,030","-0,09","38,77","-0,07","452,65","452,65","5,02%","-114,49%","0,01","38,97%","4,10%","0,00","-290.863.000,00","-0,74","37,74%"
DJON4,"0,18","-1,70","0,22","-0,956","0,00%","0,166","-1,29","-1,42","-0,85","-1,98","-1,98","67,37%","56,33%","0,24","-12,02%","-12,84%","0,00","2.702.000,00","0,09","45,19%"
SPRI6,"11,00","-1,68","1,24","0,000","0,00%","1,196","2,33","-3,21","2,47","-2,86","-2,88","0,00%","0,00%","66,47","-42,86%","-73,82%","0,00","22.420.000,00","0,00","-7,33%"
DOTZ3,"6,92","-1,67","-0,38","0,636","0,00%","0,379","-0,47","-7,01","-0,24","-9,37","7,73","-9,07%","-38,16%","0,33","-8,88%","22,96%","132.716,00","-240.089.000,00","-0,38","4,69%"
BLUT4,"1,52","-1,66","0,14","0,000","0,00%","0,041","-0,22","-12,69","-0,06","-23,74","-23,74","0,00%","0,00%","0,00","-0,33%","-8,24%","10.453,20","56.569.000,00","0,12","0,00%"
ARLA3,"2,47","-1,62","-0,45","1,562","0,00%","0,323","-0,22","-4,92","-0,21","-16,06","-16,06","-31,72%","-96,55%","0,10","-13,71%","28,00%","0,00","-24.319.000,00","-1,02","-47,46%"
SPRI3,"10,51","-1,61","1,19","0,000","0,00%","1,143","2,23","-3,07","2,36","-2,72","-2,74","0,00%","0,00%","66,47","-42,86%","-73,82%","0,00","22.420.000,00","0,00","-7,33%"
SDIA3,"6,42","-1,59","9,41","0,397","0,00%","0,418","-3,29","9,53","-0,83","23,15","23,15","4,16%","-25,09%","0,78","5,89%","-590,66%","0,00","459.230.000,00","17,27","13,42%"
SDIA4,"6,42","-1,59","9,41","0,397","0,00%","0,418","-3,29","9,53","-0,83","23,15","23,15","4,16%","-25,09%","0,78","5,89%","-590,66%","0,00","459.230.000,00","17,27","13,42%"
DUQE3,"28,00","-1,58","-11,29","12,103","0,00%","0,428","-0,74","-1,65","-0,57","-2,70","-2,98","-732,92%","-767,60%","0,33","-28,21%","715,74%","0,00","-6.987.000,00","-7,19","-42,70%"
AVLL3,"3,48","-1,43","-8,88","1,395","0,00%","0,496","-3,62","8,16","-0,74","11,54","11,26","17,09%","-96,69%","0,73","7,84%","621,81%","7.042,49","-76.542.000,00","-7,14","27,48%"
SPRI5,"8,52","-1,30","0,96","0,000","0,00%","0,927","1,81","-2,49","1,91","-2,14","-2,15","0,00%","0,00%","66,47","-42,86%","-73,82%","0,00","22.420.000,00","0,00","-7,33%"
IDVL4,"2,67","-1,26","1,16","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-91,76%","0,00","237.683.000,00","0,00","0,00%"
CTSA3,"2,22","-1,25","0,27","0,573","0,00%","0,098","1,20","-1,05","-0,30","-4,06","-5,00","-54,35%","-45,69%","1,37","-10,65%","-21,36%","13.163,00","230.512.000,00","0,91","-24,78%"
PMET6,"0,20","-1,21","-0,05","1,390","0,00%","9,307","-0,07","27,69","-0,05","441,57","441,57","5,02%","-114,49%","0,01","38,97%","4,10%","0,00","-290.863.000,00","-0,74","37,74%"
GLOB4,"30,49","-1,12","0,91","0,104","0,00%","0,093","-0,57","4,09","-0,19","13,96","5,42","2,55%","-9,30%","0,71","3,15%","-80,86%","0,00","3.202.000.000,00","2,77","1,89%"
LGLO4,"100,00","-1,05","0,65","0,225","0,00%","0,192","-0,32","-1,24","-0,32","-2,13","-2,13","-18,10%","-21,47%","0,14","-18,37%","-62,51%","0,00","5.191.000,00","0,49","-11,42%"
IDVL3,"2,16","-1,02","0,93","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-91,76%","0,00","237.683.000,00","0,00","0,00%"
AZUL4,"7,68","-1,01","-0,12","0,143","0,00%","0,128","-0,28","1,00","-0,07","10,84","5,65","14,23%","-14,15%","0,34","15,50%","11,87%","124.254.000,00","-22.368.400.000,00","-1,23","24,96%"
VIVR3,"2,30","-0,87","0,59","1,008","0,00%","0,224","1,92","-2,42","-1,19","-3,25","-3,33","-41,64%","-116,09%","1,37","-9,70%","-68,12%","229.396,00","106.057.000,00","0,28","10,44%"
DHBI3,"19,00","-0,83","-0,17","0,869","0,00%","0,343","-0,16","-3,68","-0,13","-24,58","-59,55","-23,58%","-154,81%","0,12","-10,50%","21,03%","0,00","-456.340.000,00","-0,99","-23,62%"
LETO5,"2,06","-0,83","-0,14","0,000","0,00%","0,248","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,05%","0,00","-58.642.000,00","0,00","-17,38%"
IENG3,"0,15","-0,81","0,99","1,717","0,00%","0,110","-1,17","3,88","-0,30","25,11","25,11","44,29%","-224,61%","0,85","2,84%","-122,41%","0,00","52.234.000,00","5,45","8,13%"
TRAD3,"0,61","-0,77","0,63","3,296","0,00%","0,569","2,16","-2,74","2,29","-1,57","-2,39","-120,15%","-430,70%","4,36","-27,75%","-81,73%","338.236,00","272.487.000,00","0,01","-28,91%"
MWET3,"9,16","-0,76","-3,52","0,072","0,00%","0,060","-1,54","-1,72","-0,10","-10,03","-16,68","-4,19%","-9,46%","0,92","-3,79%","460,79%","21,30","-5.361.000,00","-17,04","15,44%"
ESTR4,"1,77","-0,74","-0,03","0,090","0,00%","0,050","-0,02","-2,52","-0,02","-15,25","-23,32","-3,57%","-12,15%","0,16","-2,15%","3,54%","915,42","-546.441.000,00","-0,14","10,23%"
